zip,pscore
30002,0.0029198226408564407
30008,0.3252913605367393
30011,0.02236394412859213
30017,0.0923577710470121
30019,0.05958878287479999
30021,0.07779499394411675
30028,0.10336230123594009
30030,0.2830751545222483
30032,0.28508570491902624
30033,0.07149766328161193
30035,0.22465882405001092
30040,0.018024771151331605
30044,0.7091699889996268
30045,0.03365401921946799
30046,0.15127733545375527
30047,0.024490829457069103
30056,0.028353140881419967
30060,0.30909704760043233
30062,0.049352704775983115
30064,0.027348081536895493
30066,0.05958878287479999
30067,0.07432933951471622
30068,0.029208495805904365
30071,0.40112838812284035
30072,0.08011506570190137
30075,0.022372879032887257
30078,0.2443195095334037
30079,0.005604321859219387
30080,0.023615798232926328
30082,0.07019020700039977
30083,0.12077977636804385
30084,0.07503792722206187
30087,0.20779333429468236
30088,0.39704953949570476
30092,0.03373156665999215
30093,0.1969939233003456
30096,0.049141242671135295
30105,0.002575450878067352
30107,0.041887391668583504
30108,0.06195398835608144
30110,0.5747592766296697
30113,0.07805196486440835
30114,0.052925073826283586
30115,0.011444681915556846
30117,0.1370967500072563
30125,0.24835011035960605
30139,0.054972939971521806
30143,0.1725932008225698
30144,0.026127066928280387
30148,0.004197330821266767
30152,0.018987726245244557
30170,0.02021839335721843
30171,0.011204850476322113
30175,0.005198163558098342
30176,0.18921835486243777
30182,0.052673066930988
30183,0.010401902327513644
30188,0.13975618197057357
30189,0.049681508042033945
30205,0.011957028300272735
30206,0.027809060397801965
30218,0.03512655237613239
30222,0.06404273372287266
30240,0.011436528298074981
30241,0.18164111569801875
30251,0.1582935703336246
30253,0.34431804329437343
30258,0.0018676202811335862
30274,0.37181736800433246
30286,0.024660295459994364
30292,0.00369998059936898
30293,0.0450808250886499
30305,0.03376318834655725
30307,0.38102279229759267
30314,0.6620856082733381
30317,0.11785194078038636
30318,0.04760539369231031
30319,0.251827986339489
30324,0.07159223193881398
30326,0.006929560932126128
30327,0.07966617581108004
30328,0.005304136651597466
30329,0.051594420707083345
30338,0.017394503275249752
30339,0.047612618643154525
30340,0.04912754327389629
30341,0.13206407973844383
30342,0.06714672196318261
30345,0.040925224067091
30346,0.07404156729614339
30350,0.07914106378182129
30360,0.052792722222704015
30363,0.08039214443417293
30401,0.0033145161062872845
30410,0.002921812502243749
30411,0.0024947367797476497
30413,0.001891592674056254
30415,0.00363303473920082
30417,0.0298165579526326
30420,0.002096719964807072
30421,0.009363668054911942
30425,0.006585822796674595
30426,0.005419272056044904
30427,0.18807540063350936
30428,0.005134594563291012
30434,0.002198413082432421
30436,0.042066481482783365
30439,0.0055744997461930805
30441,0.003014380220605361
30442,0.0009798873045726807
30445,0.002085211831454523
30446,0.003691126348664908
30450,0.02687321356693778
30452,0.001280321198775146
30453,0.00895245452929869
30455,0.031095024879882003
30456,0.00871375385621483
30457,0.0021300889955577387
30458,0.0034097494654126903
30461,0.18305678933936148
30467,0.002668397937246803
30470,0.0062158816976521985
30471,0.004610023953615834
30473,0.004388876067990071
30474,0.011473544484717156
30501,0.02941596644849296
30504,0.14397388828498778
30506,0.0463683571769052
30510,0.0070626144525053084
30511,0.002626153074520128
30512,0.057328931862055586
30513,0.005703829534442875
30516,0.003234380688913223
30517,0.07325172935279986
30520,0.025108349927289234
30521,0.003853381691183028
30522,0.0033693669007644326
30523,0.1732069012588888
30525,0.022819456393502864
30527,0.009465741189394562
30528,0.04838833036168845
30529,0.29344601019216215
30530,0.005140191177223427
30531,0.005283228816868337
30533,0.02783688775329288
30534,0.13798646894277944
30535,0.0031695163533174697
30536,0.15176560315067333
30537,0.0014200262588958989
30538,0.002523014401274354
30540,0.04019974655204647
30541,0.0034991398641045644
30542,0.04566130362836241
30543,0.1308205624336197
30545,0.0039523361554630425
30546,0.007076384371840315
30547,0.005550772525561294
30548,0.0174717514807468
30549,0.01657656554490659
30552,0.003976772588902528
30553,0.001456602841863375
30554,0.5947671056330415
30555,0.0018149805841907252
30557,0.015414823551459188
30558,0.0025372540859568806
30559,0.011163749104789544
30560,0.01381142445323692
30563,0.010982411604982886
30564,0.050905365513915966
30565,0.0027362810224194904
30566,0.07584419517119712
30567,0.0509986537608837
30568,0.008174100446821706
30571,0.01019966048788821
30572,0.0031510794745492074
30575,0.026004232212143596
30576,0.005480097027156224
30577,0.09876679385639832
30582,0.004357340138891844
30601,0.00820430282850071
30605,0.010822548550253108
30606,0.009860840625654892
30607,0.018000972187202303
30619,0.009823455162181452
30620,0.36638731279097386
30621,0.012031398828263309
30622,0.12659796098772572
30624,0.0038690534646502817
30625,0.0025075059373419663
30627,0.007229530221716796
30628,0.006883225538521101
30629,0.002757238060763485
30630,0.0029170470290206412
30631,0.0026545532692423992
30633,0.0036708764001895638
30634,0.009337771315451321
30635,0.163429677115078
30641,0.007895419283681867
30642,0.00858974872364002
30643,0.007025781075918861
30646,0.015450765563093634
30648,0.007051843608635115
30656,0.45036015054168754
30660,0.009411700993730532
30662,0.028952649414072773
30666,0.013849193100019194
30668,0.007894843464669803
30669,0.0018069398990502655
30673,0.0020761918989862403
30677,0.06067164607081878
30678,0.0020330172574166794
30680,0.24364463915410303
30683,0.012131540510650678
30701,0.18007071800290408
30705,0.1953847558264526
30707,0.09050081571774929
30710,0.009129331166099179
30711,0.004045677402316489
30720,0.016806992592056962
30721,0.22225016776843887
30725,0.0014724799369120788
30728,0.13737532752816034
30731,0.0017334942195387545
30734,0.003853381691183028
30735,0.014430234094891201
30736,0.15656342141723603
30738,0.0032729141684434996
30739,0.01708179770723779
30740,0.008435179095516752
30741,0.01479152518819965
30742,0.0049752784195882666
30746,0.005809832975801313
30747,0.001981973097412103
30750,0.002050695675842316
30752,0.006733423358187498
30753,0.008516124893509506
30755,0.05424395982857483
30757,0.01001359193686481
30802,0.008794922705748758
30808,0.0019818625081927323
30809,0.004645619619435995
30813,0.06870962162665735
30814,0.03759398631826564
30815,0.05394225138382305
30816,0.0020630976313073916
30817,0.0009874364478193766
30824,0.03454959061934687
30828,0.0014778158336127825
30830,0.001981973097412103
30833,0.0022029688776256415
30907,0.08262004864548675
30909,0.0355648346626865
31002,0.02347139264877222
31005,0.05767178539906588
31008,0.05718651652263472
31009,0.004745360218900485
31012,0.004921760913985486
31014,0.009554483949719044
31015,0.00676847163940858
31017,0.003999244443274184
31019,0.0014953043703765769
31021,0.007474548099042433
31022,0.0043860338856505565
31023,0.004005881882418988
31024,0.025304098145553337
31025,0.0075531815709120285
31027,0.012819202242567131
31028,0.0018195131747215942
31030,0.05450157359857921
31036,0.005219499824831718
31037,0.0009796300309194547
31041,0.024093281860359677
31042,0.002077998359243705
31044,0.0028860309020652627
31047,0.0049285276145563306
31052,0.0014169748544759647
31055,0.00851466222821561
31057,0.001659433747972894
31058,0.0014148426379930578
31060,0.0024995081166503622
31061,0.006203774135326265
31063,0.05734412637244818
31065,0.004685758505033426
31068,0.0206276272606047
31069,0.06493108534447349
31070,0.0022045954710399845
31071,0.005674298793142617
31075,0.0016200621024694526
31077,0.004451010923570996
31079,0.005791039227562676
31082,0.02223236257928302
31085,0.002947771959173203
31087,0.011694932199406661
31088,0.09739118652659662
31089,0.002085211831454523
31092,0.0012772299788800423
31093,0.01097406740489292
31094,0.003144137547240743
31301,0.0025766068537455
31302,0.02540483980998907
31305,0.002002545355947478
31308,0.030708418450468226
31309,0.01641370867663947
31312,0.08421060659651447
31313,0.03570516978931123
31316,0.12889092383325834
31320,0.0012307273633471616
31321,0.0023211078886342146
31322,0.01232724947587718
31323,0.002660328910590473
31324,0.023225506994464407
31326,0.2507696856028523
31328,0.0014707219121485344
31329,0.06755773113854503
31331,0.006368874325169688
31401,0.03259807145360355
31404,0.038832112430558036
31405,0.0025410295135857314
31406,0.1043579735512558
31407,0.240067701518243
31408,0.007531122752679674
31410,0.009424222017145418
31411,0.023913854689256366
31415,0.27026924090895443
31419,0.026562739775800627
31501,0.05087773106253144
31503,0.01803188751051243
31510,0.01879269479995099
31513,0.0022304695769778215
31516,0.014549643579453963
31518,0.02550088775732862
31520,0.0609584876065593
31522,0.010342115600644849
31523,0.20874670944987136
31525,0.017733754831051347
31527,0.007204831845237588
31533,0.021717132692622373
31535,0.011094130374320258
31537,0.006322643649540244
31539,0.046440302300192464
31543,0.004203029905526293
31545,0.007846567888709032
31546,0.009805082570149004
31548,0.04446413301193974
31554,0.0018297823636105246
31555,0.003979647788765885
31557,0.0019816190174596717
31558,0.057295324081477784
31560,0.0014784622979396914
31561,0.018873062753389507
31565,0.0186604003156123
31566,0.0013081260744979828
31568,0.00944738690832148
31569,0.01539981410289752
31601,0.0023462249185604543
31602,0.0016731983171677479
31605,0.013847746342562656
31606,0.0011722997767086402
31620,0.005878888574210345
31625,0.007203268925180245
31626,0.0034538014819396985
31629,0.0012969890039045185
31632,0.19309550261893907
31634,0.0440093226276551
31635,0.0017180808486293138
31636,0.008147367091386705
31637,0.007195174728811321
31639,0.02223236257928302
31641,0.0017862607032789032
31645,0.001988860218335471
31647,0.0014819814782925708
31701,0.3592453844333888
31705,0.017752137382377315
31707,0.013896931806943487
31709,0.02807565808788096
31711,0.029193828014557444
31712,0.005537620533082227
31714,0.0022871193524159838
31716,0.0041875184650683114
31721,0.056653117390307005
31730,0.00208800500944176
31733,0.002393975391154557
31735,0.0034936678620446212
31738,0.005985142479223657
31743,0.01865372477196761
31744,0.004398851969151179
31749,0.0019503385904438713
31750,0.03747250766918984
31757,0.0727421030056879
31763,0.08841977951085084
31764,0.00726573751982394
31765,0.0010787561540314863
31768,0.00851608482396618
31771,0.011176932832037714
31773,0.0023478739773589437
31774,0.006394045919055456
31775,0.01099038120239772
31778,0.004100714846644593
31779,0.005019733065631851
31780,0.001659433747972894
31783,0.01240744697341092
31787,0.00394015513091979
31788,0.005978138235201541
31790,0.0031518695807732857
31791,0.034968769308620785
31792,0.037531498043789635
31793,0.0018935604265584549
31794,0.012048960696497637
31796,0.0010767050672937629
31798,0.012912135557298178
31801,0.0013476460588002178
31803,0.0015005319417630534
31804,0.005790074728009828
31805,0.0012796607705832734
31806,0.0020400419288262883
31807,0.002785396812526135
31808,0.01002297553615161
31811,0.012696471005801931
31815,0.008621116015936577
31816,0.009451907944381797
31820,0.05043420145181257
31822,0.01605307767007916
31823,0.018341655031082555
31824,0.004737248218949541
31825,0.011472744211873675
31826,0.004308418730749743
31827,0.0016945870896472586
31829,0.009038336865374816
31830,0.032062036251278535
31831,0.006893166397849564
31833,0.017251058584395247
31836,0.003599452291265378
31901,0.0018933277876088499
31903,0.5928711117093899
31904,0.025368765061289992
31906,0.013898712662944243
31907,0.00941343616017607
31909,0.05041590926409816
39817,0.011391814919707876
39819,0.031886935959535935
39826,0.04544333584041806
39827,0.001236029943161082
39828,0.0013573693506476357
39836,0.01035699055448185
39840,0.00852338053084391
39842,0.0013203990013710106
39854,0.008441892200959129
39867,0.037945649752155614
39877,0.02740512283171843
39897,0.002200486636599469
